timestamp,task_type,pid,arrival_time,completion_time,response_time,scheduler_used,action_taken,system_cpu_load,memory_available
01:10:16.441581,cpu,38136,1776022816.3990214,42.49262809753418,42.49262809753418,RR,BELOW_NORMAL,18.2,3.553802490234375
01:10:16.529566,cpu,38136,1776022816.4845414,44.99340057373047,44.99340057373047,RR,BELOW_NORMAL,11.3,3.458263397216797
01:10:16.529317,cpu,38136,1776022816.4853718,43.88022422790527,43.88022422790527,RR,BELOW_NORMAL,11.3,3.457225799560547
01:10:16.529738,cpu,38136,1776022816.4862177,43.497323989868164,43.497562408447266,RR,BELOW_NORMAL,11.3,3.456371307373047
01:10:16.532869,io,38136,1776022816.4419322,90.65675735473633,90.65890312194824,RR,ABOVE_NORMAL,14.0,3.453601837158203
01:10:16.533941,io,38136,1776022816.3997653,134.11855697631836,134.12189483642578,RR,ABOVE_NORMAL,13.8,3.4620094299316406
01:10:16.580665,memory,38136,1776022816.4871044,93.15705299377441,93.15705299377441,RR,BELOW_NORMAL,20.3,3.4684181213378906
01:10:16.650596,memory,38136,1776022816.4879315,162.2459888458252,162.2459888458252,RR,BELOW_NORMAL,14.2,3.5428543090820312
01:10:16.670781,cpu,38136,1776022816.4888954,181.46181106567383,181.46228790283203,RR,ABOVE_NORMAL,9.8,3.617725372314453
01:10:16.672613,cpu,38136,1776022816.4881728,184.37743186950684,184.37767028808594,RR,ABOVE_NORMAL,9.8,3.611743927001953
01:10:16.924732,io,38136,1776022816.8570426,67.34156608581543,67.34395027160645,RR,BELOW_NORMAL,16.4,3.5973167419433594
01:10:16.932592,cpu,38136,1776022816.8577147,74.81193542480469,74.81193542480469,RR,BELOW_NORMAL,13.3,3.605480194091797
01:10:17.022824,io,38136,1776022816.9490833,73.66561889648438,73.67086410522461,RR,BELOW_NORMAL,15.7,3.5912933349609375
01:10:17.030673,cpu,38136,1776022816.949728,80.89375495910645,80.89399337768555,RR,BELOW_NORMAL,16.8,3.5997886657714844
01:10:17.062694,cpu,38136,1776022817.0288434,33.79058837890625,33.79058837890625,RR,BELOW_NORMAL,16.7,3.5996932983398438
01:10:17.167278,cpu,38136,1776022817.1208425,46.120405197143555,46.120643615722656,RR,ABOVE_NORMAL,11.3,3.5043106079101562
01:10:17.192396,io,38136,1776022817.121553,70.5416202545166,70.54567337036133,RR,BELOW_NORMAL,12.2,3.4726943969726562
01:10:17.242610,memory,38136,1776022817.1684964,74.0346908569336,74.0349292755127,RR,BELOW_NORMAL,10.2,3.4277305603027344
01:10:17.304962,memory,38136,1776022817.169124,135.56218147277832,135.56218147277832,RR,ABOVE_NORMAL,12.0,3.407154083251953
01:10:17.370949,memory,38136,1776022817.2565467,114.32361602783203,114.32361602783203,RR,ABOVE_NORMAL,14.8,3.4194984436035156
01:10:17.511754,memory,38136,1776022817.3824465,128.99088859558105,128.99255752563477,RR,BELOW_NORMAL,18.2,3.3968772888183594
01:10:17.563293,cpu,38136,1776022817.3863382,176.8796443939209,176.8796443939209,RR,BELOW_NORMAL,18.2,3.3715476989746094
01:10:17.650959,io,38136,1776022817.3884068,262.47453689575195,262.4778747558594,RR,BELOW_NORMAL,21.2,3.3999862670898438
01:10:17.657504,io,38136,1776022817.429945,227.45227813720703,227.45466232299805,RR,BELOW_NORMAL,24.1,3.3307456970214844
01:10:17.715377,memory,38136,1776022817.3869338,328.3653259277344,328.3655643463135,RR,BELOW_NORMAL,20.0,3.2994651794433594
01:10:17.730901,cpu,38136,1776022817.3871367,343.4875011444092,343.4877395629883,RR,ABOVE_NORMAL,20.8,3.3835601806640625
01:10:17.751676,io,38136,1776022817.5113466,240.0202751159668,240.02313613891602,RR,BELOW_NORMAL,24.8,3.380584716796875
01:10:17.813483,memory,38136,1776022817.387748,425.39191246032715,425.39215087890625,RR,ABOVE_NORMAL,27.7,3.31689453125
01:10:17.754021,io,38136,1776022817.4305847,323.35853576660156,323.3604431152344,RR,BELOW_NORMAL,26.4,3.375335693359375
01:10:17.850531,io,38136,1776022817.579753,270.43914794921875,270.44177055358887,RR,BELOW_NORMAL,34.5,3.375080108642578
01:10:17.851060,memory,38136,1776022817.3889365,461.8241786956787,461.8241786956787,RR,ABOVE_NORMAL,34.5,3.3750991821289062
01:10:17.854773,io,38136,1776022817.6581476,196.5630054473877,196.5658664703369,RR,ABOVE_NORMAL,30.8,3.470184326171875
01:10:17.961973,memory,38136,1776022817.4675894,494.1098690032959,494.110107421875,RR,BELOW_NORMAL,26.6,3.396656036376953
01:10:18.032270,io,38136,1776022817.7505472,281.63886070251465,281.64172172546387,RR,BELOW_NORMAL,36.5,3.4477767944335938
01:10:18.052484,io,38136,1776022817.8517592,200.62541961669922,200.62732696533203,RR,BELOW_NORMAL,33.3,3.439678192138672
01:10:18.075332,io,38136,1776022817.9689221,106.33373260498047,106.33683204650879,RR,BELOW_NORMAL,30.3,3.432598114013672
01:10:18.076615,memory,38136,1776022817.6552448,421.07272148132324,421.07295989990234,RR,ABOVE_NORMAL,34.7,3.4405517578125
01:10:18.111698,cpu,38136,1776022817.753692,357.67436027526855,357.67459869384766,RR,BELOW_NORMAL,23.4,3.4816436767578125
01:10:18.113415,cpu,38136,1776022817.9347723,178.5745620727539,178.574800491333,RR,BELOW_NORMAL,22.7,3.4713821411132812
01:10:18.114525,cpu,38136,1776022817.731586,382.8866481781006,382.8868865966797,RR,BELOW_NORMAL,22.6,3.4798011779785156
01:10:18.115570,cpu,38136,1776022817.814864,300.66752433776855,300.66776275634766,RR,BELOW_NORMAL,21.4,3.4604568481445312
01:10:18.118762,cpu,38136,1776022817.8130653,305.6530952453613,305.6530952453613,RR,BELOW_NORMAL,16.7,3.414623260498047
01:10:18.121858,cpu,38136,1776022818.0345798,87.24117279052734,87.24141120910645,RR,BELOW_NORMAL,17.5,3.4238128662109375
01:10:18.190958,memory,38136,1776022818.036337,154.53648567199707,154.53672409057617,RR,BELOW_NORMAL,17.3,3.367145538330078
01:10:18.337648,cpu,38136,1776022818.1247785,212.5551700592041,212.5554084777832,RR,ABOVE_NORMAL,24.6,3.3662796020507812
01:10:18.340306,memory,38136,1776022818.07439,265.6362056732178,265.6364440917969,RR,BELOW_NORMAL,24.4,3.365428924560547
01:10:18.374434,io,38136,1776022818.2185833,155.78103065490723,155.78269958496094,RR,BELOW_NORMAL,21.9,3.371807098388672
01:10:18.391290,memory,38136,1776022818.1831994,208.01162719726562,208.01162719726562,RR,BELOW_NORMAL,22.2,3.379528045654297
01:10:18.394758,io,38136,1776022818.2755268,119.16780471801758,119.16947364807129,RR,BELOW_NORMAL,25.3,3.466064453125
01:10:18.506119,memory,38136,1776022818.2034748,302.3374080657959,302.337646484375,RR,ABOVE_NORMAL,19.5,3.4330825805664062
01:10:18.587893,io,38136,1776022818.394458,193.1147575378418,193.1171417236328,RR,BELOW_NORMAL,18.2,3.486297607421875
